city,mc,product_desc,date,net_sales,tot_qty,discount,mop,footfall
city2,ABCD,Prod66,19-02-2019,750,1,50,800,3259
city1,ABCD,Prod67,10-01-2018,7930,13,975,685,1516
city1,ABCD,Prod12,18-02-2018,1015.2,12,64.8,90,1487
city1,ABCD,Prod19,23-10-2018,540,6,0,90,1732
city3,ABCD,Prod25,12-01-2018,767.98,4,49.02,204.25,4784
city2,ABCD,Prod3,27-02-2019,899,1,100,999,3816
city1,ABCD,Prod2,09-06-2018,690.9,7,44.1,105,1915
city2,ABCD,Prod8,28-02-2018,468.12,1,29.88,498,4582
city2,ABCD,Prod36,17-01-2018,8185.97,10,1244.03,943,3627
city1,ABCD,Prod54,28-04-2018,1412.37,9,117.63,170,1648
city3,ABCD,Prod42,08-12-2018,170,5,0,34,7046
city2,ABCD,Prod18,09-08-2018,800,2,0,400,4088
city2,ABCD,Prod16,10-01-2019,497.26,2,31.74,264.5,3750
city2,ABCD,Prod18,20-10-2018,4434.09,12,365.91,400,5545
city3,ABCD,Prod27,19-04-2018,210,6,0,35,6182
city2,ABCD,Prod81,19-02-2019,260,2,0,130,3259
city3,ABCD,Prod34,22-08-2018,954,9,0,106,6747
city3,ABCD,Prod37,09-02-2018,39,1,0,39,5152
city3,ABCD,Prod16,16-07-2018,1522.8,6,97.2,270,5407
city1,ABCD,Prod68,22-01-2019,7984,16,3616,725,1740
city3,ABCD,Prod8,12-11-2018,507.6,1,32.4,540,6411
city3,ABCD,Prod68,28-09-2018,2130,3,0,710,6241
city1,ABCD,Prod4,29-08-2018,738.29,14,3.71,53,1756
city3,ABCD,Prod1,08-09-2018,1100,2,220,660,7242
city2,ABCD,Prod29,02-07-2018,330,6,0,55,3812
city1,ABCD,Prod7,15-11-2018,70,1,0,70,1251
city3,ABCD,Prod44,01-02-2018,1710.8,9,109.2,202.2222,5593
city2,ABCD,Prod4,21-08-2018,880,16,0,55,3235
city3,ABCD,Prod31,18-01-2019,1316,5,84,280,5512
city2,ABCD,Prod63,03-09-2018,1394.96,7,89.04,212,3921
city2,ABCD,Prod70,10-07-2018,224,2,0,112,4049
city1,ABCD,Prod31,28-09-2018,507.6,2,32.4,270,1304
city3,ABCD,Prod56,08-11-2018,263,5,0,52.6,6001
city2,ABCD,Prod18,11-02-2019,376,1,24,400,3158
city3,ABCD,Prod31,06-07-2018,761.4,3,48.6,270,6779
city3,ABCD,Prod25,23-02-2019,197.4,1,12.6,210,6553
city1,ABCD,Prod24,12-03-2018,157.92,3,10.08,56,1033
city1,ABCD,Prod55,19-09-2018,366.6,6,23.4,65,1745
city2,ABCD,Prod66,20-02-2019,1500,2,100,800,4044
city3,ABCD,Prod65,11-09-2018,617.58,3,39.42,219,7517
city3,ABCD,Prod18,02-02-2018,714.4,2,45.6,380,4879
city3,ABCD,Prod4,10-02-2019,2464,44,0,56,9118
city3,ABCD,Prod76,29-06-2018,810,5,0,162,7081
city2,ABCD,Prod75,19-02-2019,1150,2,200,675,3259
city2,ABCD,Prod58,13-01-2019,793,15,0,52.8666,5694
city3,ABCD,Prod29,26-11-2018,165,3,0,55,5045
city3,ABCD,Prod7,29-09-2018,560,8,0,70,10237
city1,ABCD,Prod15,09-02-2019,560,1,560,1120,1011
city3,ABCD,Prod74,24-01-2018,48.88,1,3.12,52,11926
city2,ABCD,Prod28,13-08-2018,645,3,30,225,8911
city1,ABCD,Prod44,25-09-2018,597.84,3,38.16,212,1223
city1,ABCD,Prod30,03-06-2018,270,2,0,135,1909
city2,ABCD,Prod25,26-04-2018,205.86,1,13.14,219,4123
city3,ABCD,Prod7,27-06-2018,350,5,0,70,10064
city2,ABCD,Prod43,29-08-2018,3900,10,900,480,4180
city3,ABCD,Prod54,03-04-2018,2162,13,138,176.923,5473
city2,ABCD,Prod3,06-08-2018,879,1,120,999,3594
city1,ABCD,Prod59,29-06-2018,225,1,0,225,1583
city1,ABCD,Prod41,11-10-2018,507.6,1,32.4,540,1269
city3,ABCD,Prod55,30-04-2018,2199.6,36,140.4,65,6738
city3,ABCD,Prod4,04-04-2018,1798.39,34,127.61,56.647,8265
city3,ABCD,Prod76,24-05-2018,162,1,0,162,6386
city1,ABCD,Prod10,27-10-2018,1132,5,143,255,2712
city3,ABCD,Prod31,08-03-2018,470.34,2,49.66,260,5388
city3,ABCD,Prod2,11-11-2018,3308.8,32,211.2,110,9325
city1,ABCD,Prod17,02-07-2018,2694,3,450,1048,1619
city2,ABCD,Prod71,13-03-2019,676.8,3,43.2,240,3443
city1,ABCD,Prod54,09-07-2018,1861.2,11,118.8,180,1525
city2,ABCD,Prod3,10-01-2018,4623.47,6,890.53,919,4762
city3,ABCD,Prod3,22-07-2018,14384,16,1600,999,10713
city1,ABCD,Prod25,07-01-2018,205.86,1,13.14,219,1363
city2,ABCD,Prod3,01-09-2018,7251.19,8,740.81,999,6268
city3,ABCD,Prod22,10-08-2018,3495,5,500,799,8224
city2,ABCD,Prod44,26-10-2018,1394.96,7,89.04,212,8155
city1,ABCD,Prod60,20-11-2018,225,1,25,250,1186
city3,ABCD,Prod5,20-11-2018,538,2,0,269,5313
city2,ABCD,Prod3,08-03-2018,4003.14,5,654.86,931.6,2856
city2,ABCD,Prod1,02-03-2019,1325.4,2,84.6,705,4701
city2,ABCD,Prod57,12-04-2018,1760,10,490,225,3927
city2,ABCD,Prod44,05-02-2019,996.4,5,63.6,212,2997
city2,ABCD,Prod44,13-03-2018,736,4,80,204,3013
city3,ABCD,Prod57,20-07-2018,7251.24,43,1692.76,208,5996
city3,ABCD,Prod59,19-02-2018,211.5,1,27,238.5,5000
city1,ABCD,Prod43,17-05-2018,738,2,190,464,1314
city1,ABCD,Prod19,12-03-2018,319.6,4,20.4,85,1033
city3,ABCD,Prod58,18-12-2018,159,3,0,53,4943
city3,ABCD,Prod42,13-01-2018,33,1,0,33,6452
city3,ABCD,Prod19,16-08-2018,1167.3,13,2.7,90,14361
city2,ABCD,Prod18,08-12-2018,1880,5,120,400,4547
city2,ABCD,Prod55,21-12-2018,488.8,8,31.2,65,3786
city2,ABCD,Prod73,13-06-2018,112,1,0,112,5260
city3,ABCD,Prod76,18-11-2018,1296,8,0,162,9674
city2,ABCD,Prod2,03-12-2018,1528.65,15,121.35,110,3700
city3,ABCD,Prod33,13-01-2018,75,1,0,75,6452
city3,ABCD,Prod7,16-08-2018,280,4,0,70,14361
city3,ABCD,Prod67,17-01-2018,4880,8,600,685,6609
city2,ABCD,Prod75,24-08-2018,1190,2,160,675,3936
city1,ABCD,Prod9,24-08-2018,106,2,0,53,1150
city1,ABCD,Prod41,13-01-2019,526.4,1,33.6,560,1516
city3,ABCD,Prod11,20-08-2018,394,1,20,414,4806
city3,ABCD,Prod55,18-01-2019,1894.1,31,120.9,65,5512
city1,ABCD,Prod2,20-05-2018,1277.2,13,87.8,105,1875
city3,ABCD,Prod58,05-03-2019,901,17,0,53,6304
city2,ABCD,Prod51,05-03-2019,171,3,24,65,3368
city2,ABCD,Prod77,03-04-2018,1266.18,3,80.82,449,3999
city3,ABCD,Prod4,06-08-2018,1815,33,0,55,5729
city1,ABCD,Prod14,22-05-2018,918,2,160,539,1258
city1,ABCD,Prod17,21-04-2018,4735,5,505,1048,1530
city2,ABCD,Prod36,27-01-2019,77842.93,104,26053.07,999,12041
city1,ABCD,Prod31,14-08-2018,270,1,0,270,2245
city2,ABCD,Prod39,07-07-2018,1080,3,0,360,4886
city2,ABCD,Prod19,29-01-2019,174.01,2,5.99,90,3440
city3,ABCD,Prod32,13-01-2018,3761.88,23,240.12,174,6452
city3,ABCD,Prod34,16-08-2018,1590,15,0,106,14361
city2,ABCD,Prod51,22-06-2018,110,2,20,65,4255
city1,ABCD,Prod3,11-12-2018,2547,3,450,999,1062
city3,ABCD,Prod29,19-02-2018,110,2,0,55,5000
city2,ABCD,Prod42,12-04-2018,37,1,0,37,3927
city1,ABCD,Prod12,20-01-2019,479.4,5,30.6,102,1270
city3,ABCD,Prod31,01-12-2018,526.4,2,33.6,280,8550
city1,ABCD,Prod45,06-01-2018,934,2,260,597,1086
city2,ABCD,Prod55,08-10-2018,611,10,39,65,3965
city2,ABCD,Prod35,14-02-2019,140,5,0,28,3520
city2,ABCD,Prod51,05-05-2018,758.67,15,156.33,61,6435
city1,ABCD,Prod68,16-07-2018,3720,6,540,710,1345
city2,ABCD,Prod58,11-01-2018,95.88,2,6.12,51,3191
city3,ABCD,Prod75,20-10-2018,650,1,25,675,8209
city3,ABCD,Prod47,14-04-2018,405,1,75,480,7253
city1,ABCD,Prod25,14-04-2018,187.06,1,11.94,199,1543
city3,ABCD,Prod27,02-03-2019,35,1,0,35,8244
city3,ABCD,Prod65,16-05-2018,823.44,4,52.56,219,9308
city3,ABCD,Prod68,03-06-2018,20975.37,34,3089.63,707.7941,11069
city3,ABCD,Prod2,26-04-2018,964.44,9,61.56,114,6000
city3,ABCD,Prod51,25-09-2018,228,4,40,67,5735
city1,ABCD,Prod17,09-04-2018,1894,2,202,1048,1291
city3,ABCD,Prod18,04-09-2018,1880,5,120,400,5770
city1,ABCD,Prod34,19-09-2018,169.2,2,10.8,90,1745
city2,ABCD,Prod35,14-08-2018,56,2,0,28,8265
city1,ABCD,Prod67,10-09-2018,3200,5,350,710,1347
city3,ABCD,Prod19,12-01-2019,1080,12,0,90,7139
city2,ABCD,Prod55,30-01-2019,305.5,5,19.5,65,3905
city3,ABCD,Prod19,04-09-2018,720,8,0,90,5770
city3,ABCD,Prod17,22-11-2018,4593,5,800,1078.6,5817
city1,ABCD,Prod19,09-11-2018,176.06,2,3.94,90,1253
city3,ABCD,Prod56,13-03-2019,848,16,0,53,6819
city1,ABCD,Prod43,06-03-2018,2214,6,570,464,1288
city3,ABCD,Prod79,06-03-2018,276,4,120,99,6095
city2,ABCD,Prod3,24-01-2018,50169.64,65,10552.36,934.1846,7292
city2,ABCD,Prod16,07-06-2018,507.6,2,32.4,270,4928
city1,ABCD,Prod42,21-04-2018,38,1,0,38,1530
city1,ABCD,Prod42,26-05-2018,114,3,0,38,2457
city2,ABCD,Prod67,05-09-2018,9843.05,16,1516.95,710,4649
city2,ABCD,Prod75,31-07-2018,2025,3,0,675,4619
city1,ABCD,Prod74,14-09-2018,371,7,0,53,1395
city2,ABCD,Prod67,31-01-2019,1845,3,330,725,3406
city1,ABCD,Prod10,07-03-2018,635.33,3,129.67,255,2157
city1,ABCD,Prod55,26-05-2018,434.28,6,27.72,77,2457
city2,ABCD,Prod40,23-05-2018,336,3,0,112,5803
city2,ABCD,Prod67,22-11-2018,635,1,75,710,3495
city2,ABCD,Prod42,27-07-2018,66,2,0,33,3972
city2,ABCD,Prod14,19-11-2018,1272,3,345,539,3565
city2,ABCD,Prod57,09-02-2018,720,4,180,225,2984
city3,ABCD,Prod57,05-03-2019,1792,8,200,249,6304
city2,ABCD,Prod69,05-03-2019,1033.06,1,65.94,1099,3368
city3,ABCD,Prod51,13-02-2019,570,10,80,65,7559
city1,ABCD,Prod25,28-02-2019,197.4,1,12.6,210,1062
city1,ABCD,Prod7,27-01-2018,70,1,0,70,2186
city2,ABCD,Prod10,10-01-2018,774.45,5,500.55,255,4762
city2,ABCD,Prod8,14-09-2018,1015.2,2,64.8,540,3743
city2,ABCD,Prod40,06-01-2018,220,2,0,110,5117
city3,ABCD,Prod25,28-12-2018,187.06,1,11.94,199,5976
city2,ABCD,Prod63,22-08-2018,996.4,5,63.6,212,4100
city1,ABCD,Prod31,29-06-2018,270,1,0,270,1583
city3,ABCD,Prod7,07-07-2018,140,2,0,70,8113
city3,ABCD,Prod44,30-04-2018,2747.52,14,180.48,209.1428,6738
city1,ABCD,Prod4,27-10-2018,530,10,0,53,2712
city2,ABCD,Prod16,24-01-2018,488.8,2,31.2,260,7292
city2,ABCD,Prod12,07-06-2018,391.04,4,24.96,104,4928
city2,ABCD,Prod27,23-01-2019,35,1,0,35,8342
city2,ABCD,Prod79,14-06-2018,330,5,165,99,4207
city3,ABCD,Prod6,27-09-2018,2028,2,170,1099,3982
city1,ABCD,Prod67,26-01-2018,15540,28,3640,685,1729
city2,ABCD,Prod7,08-03-2018,70,1,0,70,2856
city2,ABCD,Prod29,02-03-2019,220,4,0,55,4701
city2,ABCD,Prod70,17-02-2019,198,2,26,112,4997
city2,ABCD,Prod45,11-10-2018,1470,3,375,615,3811
city2,ABCD,Prod54,17-02-2019,2707.2,16,172.8,180,4997
city1,ABCD,Prod64,13-02-2018,419,1,30,449,804
city2,ABCD,Prod75,08-03-2019,675,1,0,675,3528
city2,ABCD,Prod32,29-03-2018,1490,10,250,174,3196
city1,ABCD,Prod55,16-01-2018,282,4,18,75,664
city3,ABCD,Prod11,05-07-2018,828,2,0,414,7519
city3,ABCD,Prod39,12-01-2018,981.36,3,62.64,348,4784
city1,ABCD,Prod38,08-08-2018,125,1,0,125,1869
city1,ABCD,Prod8,31-08-2018,507.6,1,32.4,540,1463
city3,ABCD,Prod43,17-02-2019,26588,68,7140,496,8604
city2,ABCD,Prod18,08-04-2018,3642.5,10,232.5,387.5,6370
city3,ABCD,Prod43,07-07-2018,14733.6,39,3794.4,475.0769,8113
city3,ABCD,Prod18,19-04-2018,2571.6,7,168.4,391.4285,6182
city3,ABCD,Prod7,12-01-2018,139,2,0,69.5,4784
city2,ABCD,Prod59,21-02-2019,211.5,1,13.5,225,3500
city3,ABCD,Prod24,11-03-2018,2445.88,47,156.12,55.3617,9048
city1,ABCD,Prod19,28-05-2018,338.4,4,21.6,90,1362
city2,ABCD,Prod79,05-06-2018,132,2,66,99,4432
city2,ABCD,Prod32,20-03-2019,900,6,180,180,3175
city3,ABCD,Prod45,06-07-2018,1299,3,510,603,6779
city3,ABCD,Prod15,21-06-2018,3120,6,3120,1040,6883
city2,ABCD,Prod48,19-12-2018,119,1,0,119,5047
city3,ABCD,Prod18,06-03-2018,2143.2,6,136.8,380,6095
city2,ABCD,Prod79,21-01-2019,148.5,3,148.5,99,5153
city2,ABCD,Prod32,21-11-2018,3090.48,20,509.52,180,4399
city3,ABCD,Prod11,25-01-2018,336,1,45,381,10307
city2,ABCD,Prod4,12-02-2019,390,7,0,55.7142,3252
city3,ABCD,Prod39,09-03-2019,744,2,0,372,12385
city2,ABCD,Prod15,23-01-2019,12320,22,12320,1120,8342
city2,ABCD,Prod19,14-06-2018,720,8,0,90,4207
city2,ABCD,Prod59,24-03-2018,211.5,1,13.5,225,4082
city2,ABCD,Prod45,02-12-2018,606.3,1,38.7,645,5841
city3,ABCD,Prod41,14-07-2018,4055.4,8,264.6,540,8407
city1,ABCD,Prod17,06-03-2018,3940.48,4,251.52,1048,1288
city3,ABCD,Prod26,06-03-2018,740,6,0,123.3333,6095
city1,ABCD,Prod69,23-10-2018,2994,3,303,1099,1732
city3,ABCD,Prod35,12-12-2018,28,1,0,28,7411
city3,ABCD,Prod19,22-01-2019,810,9,0,90,9019
city2,ABCD,Prod4,06-03-2018,910,18,80,55,3521
city1,ABCD,Prod63,10-01-2018,383.52,2,24.48,204,1516
city1,ABCD,Prod54,18-02-2018,958.8,6,61.2,170,1487
city3,ABCD,Prod16,19-04-2018,2002.2,8,127.8,266.25,6182
city3,ABCD,Prod43,20-07-2018,3465,9,855,480,5996
city2,ABCD,Prod30,08-06-2018,365,3,0,121.6666,4724
city3,ABCD,Prod42,27-10-2018,170,5,0,34,14271
city2,ABCD,Prod70,27-10-2018,105,1,7,112,7984
city2,ABCD,Prod20,04-02-2018,770,2,0,385,6875
city3,ABCD,Prod29,29-07-2018,330,6,0,55,10549
city1,ABCD,Prod44,26-07-2018,199.28,1,12.72,212,1412
city2,ABCD,Prod16,18-01-2019,263.2,1,16.8,280,3296
city3,ABCD,Prod7,08-08-2018,70,1,0,70,9057
city3,ABCD,Prod65,19-01-2019,205.86,1,13.14,219,5923
city1,ABCD,Prod6,06-04-2018,2640,3,480,1040,1297
city1,ABCD,Prod31,09-05-2018,253.8,1,16.2,270,1879
city3,ABCD,Prod2,08-11-2018,5273.4,51,336.6,110,6001
city2,ABCD,Prod75,11-02-2019,575,1,100,675,3158
city2,ABCD,Prod71,02-12-2018,940,4,60,250,5841
city2,ABCD,Prod54,03-01-2019,338.4,2,21.6,180,4105
city3,ABCD,Prod34,22-06-2018,1195.68,12,76.32,106,6732
city3,ABCD,Prod42,12-02-2018,72,2,0,36,4408
city2,ABCD,Prod1,27-01-2018,515,1,130,645,9422
city2,ABCD,Prod10,03-02-2018,219,1,36,255,5491
city3,ABCD,Prod29,01-11-2018,715,13,0,55,7505
city3,ABCD,Prod40,31-03-2018,110,1,0,110,7451
city3,ABCD,Prod36,02-02-2018,2766.48,3,227.52,998,4879
city3,ABCD,Prod61,19-02-2018,360,1,15,375,5000
city3,ABCD,Prod51,27-05-2018,694.53,13,140.47,64.2307,10035
city1,ABCD,Prod32,30-10-2018,155,1,25,180,1417
city3,ABCD,Prod17,23-02-2018,1894,2,202,1048,4459
city1,ABCD,Prod77,17-03-2018,376.58,1,72.42,449,1606
city3,ABCD,Prod4,17-01-2018,1081.94,21,69.06,54.8095,6609
city3,ABCD,Prod29,17-12-2018,275,5,0,55,4917
city3,ABCD,Prod43,03-06-2018,23156.96,52,1483.04,473.8461,11069
city1,ABCD,Prod50,26-04-2018,469.06,1,29.94,499,1127
city3,ABCD,Prod35,26-04-2018,25,1,0,25,6000
city3,ABCD,Prod3,25-09-2018,914,1,85,999,5735
city3,ABCD,Prod36,08-02-2018,4235,5,505,948,5222
city3,ABCD,Prod54,12-02-2018,2077.4,13,132.6,170,4408
city3,ABCD,Prod71,27-02-2018,235,1,15,250,4684
city3,ABCD,Prod83,28-10-2018,1498,2,200,849,4673
city2,ABCD,Prod8,23-05-2018,468.12,1,29.88,498,5803
city2,ABCD,Prod10,23-03-2018,219,1,36,255,3259
city2,ABCD,Prod8,19-07-2018,507.6,1,32.4,540,3710
city2,ABCD,Prod56,30-05-2018,496.62,10,13.38,51,6200
city2,ABCD,Prod17,11-10-2018,1878,2,320,1099,3811
city2,ABCD,Prod2,27-01-2019,2171.4,21,138.6,110,12041
city2,ABCD,Prod51,10-09-2018,110,2,20,65,4099
city2,ABCD,Prod16,30-09-2018,1776.6,7,113.4,270,7631
city2,ABCD,Prod6,09-07-2018,899,1,200,1099,4183
city1,ABCD,Prod71,26-08-2018,250,1,0,250,1515
city1,ABCD,Prod63,05-02-2019,199.28,1,12.72,212,956
city3,ABCD,Prod71,12-04-2018,235,1,15,250,5937
city1,ABCD,Prod50,08-03-2018,418.51,1,80.49,499,1158
city1,ABCD,Prod80,30-06-2018,409.15,1,40.85,450,1948
city2,ABCD,Prod14,09-09-2018,5921.33,14,1624.67,539,6388
city1,ABCD,Prod77,12-06-2018,299.3,1,149.7,449,1228
city1,ABCD,Prod12,04-03-2018,1429.04,17,100.96,90,2073
city3,ABCD,Prod58,30-09-2018,106,2,0,53,11630
city1,ABCD,Prod59,23-02-2019,211.5,1,13.5,225,1371
city1,ABCD,Prod3,13-12-2018,849,1,150,999,992
city2,ABCD,Prod32,11-02-2018,3500.94,23,501.06,174,4683
city3,ABCD,Prod22,29-01-2019,3995,5,0,799,5103
city3,ABCD,Prod31,17-11-2018,253.8,1,16.2,270,7035
city3,ABCD,Prod69,17-12-2018,2997,3,300,1099,4917
city2,ABCD,Prod2,08-12-2018,3205.4,31,204.6,110,4547
city2,ABCD,Prod54,14-03-2019,1692,10,108,180,3051
city2,ABCD,Prod41,12-03-2018,936.24,2,59.76,498,3075
city1,ABCD,Prod18,09-03-2019,752,2,48,400,1698
city3,ABCD,Prod17,08-03-2018,3940.48,4,251.52,1048,5388
city3,ABCD,Prod32,11-11-2018,4495,29,725,180,9325
city1,ABCD,Prod24,02-07-2018,1052.8,20,67.2,56,1619
city1,ABCD,Prod70,17-01-2019,112,1,0,112,856
city3,ABCD,Prod36,01-06-2018,8780.89,11,1647.11,948,7818
city2,ABCD,Prod50,03-03-2018,1207.74,3,232.26,480,4209
city1,ABCD,Prod17,11-12-2018,1033.06,1,65.94,1099,1062
city2,ABCD,Prod19,14-09-2018,352.43,4,7.57,90,3743
city2,ABCD,Prod28,26-11-2018,167,1,25,192,3339
city3,ABCD,Prod49,18-03-2019,130,2,0,65,4034
city1,ABCD,Prod14,20-01-2018,2125,5,500,525,924
city3,ABCD,Prod55,11-01-2018,2810.6,46,179.4,65,5255
city1,ABCD,Prod12,07-04-2018,592.2,7,37.8,90,1653
city2,ABCD,Prod79,20-02-2019,198,4,198,99,4044
city2,ABCD,Prod48,03-04-2018,119,1,0,119,3999
city3,ABCD,Prod17,06-08-2018,5568,6,720,1048,5729
city3,ABCD,Prod4,19-08-2018,3356,60,0,55.9333,8916
city1,ABCD,Prod15,02-03-2019,1680,3,1680,1120,1398
city3,ABCD,Prod59,28-04-2018,634.5,3,40.5,225,7609
city1,ABCD,Prod25,24-11-2018,374.12,2,23.88,199,1458
city2,ABCD,Prod24,05-12-2018,2325.81,43,168.19,58,4690
city2,ABCD,Prod75,05-09-2018,2025,3,0,675,4649
city2,ABCD,Prod10,31-07-2018,340,2,170,255,4619
city3,ABCD,Prod76,28-04-2018,1122.19,7,11.81,162,7609
city1,ABCD,Prod19,02-03-2019,90,1,0,90,1398
city2,ABCD,Prod79,17-03-2018,276,4,120,99,4309
city2,ABCD,Prod36,21-03-2019,2517,3,800,1105.6666,4121
city3,ABCD,Prod2,10-02-2019,9689.52,90,618.48,114.5333,9118
city1,ABCD,Prod48,05-07-2018,119,1,0,119,1630
city3,ABCD,Prod57,09-06-2018,8924,46,2530,249,8854
city2,ABCD,Prod63,13-11-2018,1152,6,120,212,4427
city2,ABCD,Prod4,06-11-2018,990,18,0,55,3888
city3,ABCD,Prod33,22-02-2018,150,2,0,75,4765
city1,ABCD,Prod44,09-11-2018,768,4,80,212,1253
city3,ABCD,Prod34,13-03-2019,298.92,3,19.08,106,6819
city2,ABCD,Prod63,29-08-2018,988.88,5,63.12,210.4,4180
city1,ABCD,Prod71,25-11-2018,235,1,15,250,1644
city2,ABCD,Prod32,24-05-2018,870,6,210,180,4508
city1,ABCD,Prod58,17-07-2018,53,1,0,53,1254
city3,ABCD,Prod32,08-02-2018,4620,30,600,174,5222
city2,ABCD,Prod43,03-12-2018,12883.78,35,3916.22,480,3700
city3,ABCD,Prod7,13-01-2018,414,6,0,69,6452
city3,ABCD,Prod58,16-08-2018,259,5,0,51.8,14361
city3,ABCD,Prod68,17-01-2018,17080,28,2100,685,6609
city2,ABCD,Prod58,26-08-2018,261,5,0,52.2,5351
city2,ABCD,Prod31,07-07-2018,234.06,1,14.94,249,4886
city2,ABCD,Prod36,10-03-2018,1782.24,2,113.76,948,5012
city2,ABCD,Prod29,06-01-2018,275,5,0,55,5117
city3,ABCD,Prod74,28-12-2018,270.92,6,0,45.1533,5976
city2,ABCD,Prod55,22-08-2018,585,9,0,65,4100
city2,ABCD,Prod35,12-02-2019,56,2,0,28,3252
city3,ABCD,Prod56,09-03-2019,209.88,4,2.12,53,12385
city2,ABCD,Prod6,23-01-2019,51789,61,15250,1099,8342
city2,ABCD,Prod27,14-06-2018,35,1,0,35,4207
city3,ABCD,Prod14,06-03-2019,84802,218,32700,539,10091
city2,ABCD,Prod83,20-03-2019,699,1,150,849,3175
city2,ABCD,Prod7,21-01-2019,350,5,0,70,5153
city2,ABCD,Prod14,28-02-2018,11008.49,26,2641.51,525,4582
city2,ABCD,Prod7,14-08-2018,70,1,0,70,8265
city1,ABCD,Prod7,24-06-2018,70,1,0,70,1867
city3,ABCD,Prod44,06-06-2018,4782.72,24,305.28,212,10731
city2,ABCD,Prod31,08-09-2018,253.8,1,16.2,270,4618
city2,ABCD,Prod24,05-02-2019,708.76,13,45.24,58,2997
city2,ABCD,Prod19,10-09-2018,630,7,0,90,4099
city2,ABCD,Prod47,09-07-2018,425,1,25,450,4183
city2,ABCD,Prod59,24-06-2018,625.1,3,39.9,221.6666,6489
city3,ABCD,Prod17,13-01-2018,6429,7,707,1019.4285,6452
city3,ABCD,Prod3,16-08-2018,42314.36,53,10632.64,999,14361
city2,ABCD,Prod68,03-12-2018,8190,13,1040,710,3700
city2,ABCD,Prod19,08-12-2018,450,5,0,90,4547
city3,ABCD,Prod54,17-01-2018,4314.6,27,275.4,170,6609
city3,ABCD,Prod63,12-12-2018,4583.44,23,292.56,212,7411
city2,ABCD,Prod24,27-02-2019,490.68,9,31.32,58,3816
city1,ABCD,Prod68,09-06-2018,3100,5,450,710,1915
city3,ABCD,Prod17,10-08-2018,17159.56,19,2752.44,1048,8224
city1,ABCD,Prod34,09-05-2018,674.08,8,45.92,90,1879
city1,ABCD,Prod17,24-09-2018,967,1,132,1099,1239
city3,ABCD,Prod35,22-11-2018,28,1,0,28,5817
city3,ABCD,Prod41,04-09-2018,1015.2,2,64.8,540,5770
city1,ABCD,Prod44,20-01-2018,767.04,4,48.96,204,924
city3,ABCD,Prod43,14-07-2018,8462.51,22,2097.49,480,8407
city2,ABCD,Prod43,27-02-2019,9000,24,2520,480,3816
city1,ABCD,Prod42,09-06-2018,38,1,0,38,1915
city2,ABCD,Prod3,02-12-2018,6882.06,8,1109.94,999,5841
city3,ABCD,Prod41,26-11-2018,3119.03,6,240.97,560,5045
city3,ABCD,Prod54,29-09-2018,6581.79,39,438.21,180,10237
city1,ABCD,Prod41,09-02-2019,526.4,1,33.6,560,1011
city2,ABCD,Prod71,03-12-2018,452.52,2,47.48,250,3700
city2,ABCD,Prod68,05-08-2018,8815.69,15,1434.31,683.3333,6714
city3,ABCD,Prod19,24-08-2018,1440,16,0,90,5924
city2,ABCD,Prod29,25-07-2018,55,1,0,55,5686
city2,ABCD,Prod80,24-03-2018,382.04,1,67.96,450,4082
city2,ABCD,Prod54,03-02-2018,2269.96,15,280.04,170,5491
city3,ABCD,Prod17,03-04-2018,903.57,1,144.43,1048,5473
city2,ABCD,Prod26,06-08-2018,130,1,0,130,3594
city3,ABCD,Prod54,19-07-2018,2707.2,16,172.8,180,6374
city2,ABCD,Prod45,19-01-2018,467,1,130,597,2766
city3,ABCD,Prod45,20-01-2019,4035,7,420,636.4285,8223
city1,ABCD,Prod59,01-02-2019,211.5,1,13.5,225,1243
city1,ABCD,Prod17,28-06-2018,898,1,150,1048,1265
city2,ABCD,Prod54,06-04-2018,1176.36,7,83.64,180,4284
city3,ABCD,Prod67,28-10-2018,6773.66,11,1036.34,710,4673
city2,ABCD,Prod24,23-05-2018,1316,25,84,56,5803
city2,ABCD,Prod14,23-03-2018,5512.93,13,1312.07,525,3259
city3,ABCD,Prod33,02-08-2018,145.5,2,4.5,75,6633
city3,ABCD,Prod39,17-11-2018,360,1,0,360,7035
city2,ABCD,Prod12,11-02-2018,1238.07,13,87.93,102,4683
city2,ABCD,Prod70,13-01-2019,112,1,0,112,5694
city2,ABCD,Prod42,01-09-2018,33,1,0,33,6268
city1,ABCD,Prod4,31-05-2018,398.56,8,25.44,53,1335
city2,ABCD,Prod68,14-03-2019,2276,4,624,725,3051
city2,ABCD,Prod10,01-11-2018,687,3,78,255,4912
city2,ABCD,Prod33,23-10-2018,130,2,20,75,5744
city3,ABCD,Prod40,07-03-2018,222,2,0,111,9773
city1,ABCD,Prod17,30-01-2019,2787,3,510,1099,1369
city2,ABCD,Prod67,12-03-2019,1707,3,468,725,1324
city2,ABCD,Prod41,17-11-2018,995.84,2,104.16,550,4373
city3,ABCD,Prod34,29-01-2019,490.68,5,31.32,104.4,5103
city2,ABCD,Prod22,14-08-2018,10485,15,1500,799,8265
city1,ABCD,Prod58,10-09-2018,53,1,0,53,1347
city2,ABCD,Prod64,13-11-2018,399,1,50,449,4427
city3,ABCD,Prod37,12-12-2018,196,5,0,39.2,7411
city3,ABCD,Prod57,12-01-2018,9600,64,4800,225,4784
